text,label,category
не учтена надбавка за ночные смены 102,5,Кадры / HR
не выдана санитарная книжка сотруднику 102,5,Кадры / HR
требуется установка cad системы конструкторского отдела,6,ИТ / ПО
сбой системе учета материалов складе,6,ИТ / ПО
не открывается numс предприятие бухгалтерии,6,ИТ / ПО
произошел критический сбой работе системы,6,ИТ / ПО
сбой системы мониторинга оборудования 4,6,ИТ / ПО
не открываются файлы docx на рабочей станции 2,6,ИТ / ПО
не отображается история операций системе 15,6,ИТ / ПО
требуется перенастроить маршрутизатор после сбоя питания 105,6,ИТ / ПО
ошибка при закрытии периода в системе 11,6,ИТ / ПО
потерян доступ к корпоративной почте 202,6,ИТ / ПО
не отправляются уведомления системы мониторинга 204,6,ИТ / ПО
не работает корпоративный мессенджер у отдела 4,6,ИТ / ПО
сбой в работе системы электронного документооборота 8,6,ИТ / ПО
требуется настроить сетевой диск для отдела 7,6,ИТ / ПО
требуется установка антивируса на рабочую станцию 7,6,ИТ / ПО
требуется миграция почтовых ящиков отдела 25,6,ИТ / ПО
не работает корпоративный чат поддержки клиентов 20,6,ИТ / ПО
требуется создать новую учетную запись сотруднику 5,6,ИТ / ПО
не доступна база знаний на корпоративном портале,6,ИТ / ПО
сбой алертов системы мониторинга сети 16,6,ИТ / ПО
не синхронизируется расписание в корпоративном календаре 6,6,ИТ / ПО
не синхронизируются данные планшета с сервером 9,6,ИТ / ПО
не работает защищенный канал связи с объектом 20,6,ИТ / ПО
потерян пароль к корпоративному сервису 8,6,ИТ / ПО
требуется установить сертификат безопасности на сервер 204,6,ИТ / ПО
ошибка авторизации системе управления производством 3,6,ИТ / ПО
не работает корпоративная wi fi сеть этаже 20,6,ИТ / ПО
требуется настроить резервный канал интернета офиса 202,6,ИТ / ПО
сбой работе 204 сервера требует перезапуска,6,ИТ / ПО
ошибка обновления конфигурации 204 базы 25,6,ИТ / ПО
ошибка синхронизации справочников в системе 4,6,ИТ / ПО
требуется восстановление работы сервера после сбоя 2,6,ИТ / ПО
не работает 1с бухгалтерия на компьютере 102,6,ИТ / ПО
ошибка резервного копирования данных сервера 25,6,ИТ / ПО
не работает удаленный доступ к рабочему столу 203,6,ИТ / ПО
не работает веб сервис интеграции с системой 1,6,ИТ / ПО
требуется проверить целостность базы данных 3,6,ИТ / ПО
не загружаются модули конфигурации 201 на компьютере,6,ИТ / ПО
требуется добавить пользователя в группу безопасности 204,6,ИТ / ПО
ошибка при формировании электронного реестра 8,6,ИТ / ПО
сбой интеграции между crm и 6 системой,6,ИТ / ПО
сбой при обмене данными с банком системе 16,6,ИТ / ПО
не доступен удаленный рабочий стол сотрудника 22,6,ИТ / ПО
требуется развернуть тестовую среду для проекта 22,6,ИТ / ПО
требуется настройка корпоративной почты на телефоне 7,6,ИТ / ПО
не работает корпоративная система заявок helpdesk,6,ИТ / ПО
требуется архивация старых данных для освобождения места 204,6,ИТ / ПО
не работает корпоративное приложение на смартфоне 15,6,ИТ / ПО
требуется предоставить доступ к базе данных 205,6,ИТ / ПО
требуется установить драйвер оборудования на станцию 2,6,ИТ / ПО
требуется установить обновления безопасности на сервер 6,6,ИТ / ПО
сбой синхронизации данных между системами 15,6,ИТ / ПО
сбой в системе управления складом wms 1,6,ИТ / ПО
ошибка импорта данных из excel в систему 15,6,ИТ / ПО
требуется выдать новые ключи электронной подписи 9,6,ИТ / ПО
не работает корпоративный vpn у сотрудника 202,6,ИТ / ПО
требуется настройка удаленного рабочего стола 202,6,ИТ / ПО
сбой интеграции системы 20 с бухгалтерией,6,ИТ / ПО
не работает система контроля доступа на входе 10,6,ИТ / ПО
не загружается операционная система компьютера 16,6,ИТ / ПО
требуется установить новую версию autocad на 104,6,ИТ / ПО
не работает сервис электронной подписи у 105,6,ИТ / ПО
сбой системы планирования производства erp 202,6,ИТ / ПО
ошибка выгрузки данных в государственную систему 25,6,ИТ / ПО
требуется перенос данных при замене компьютера 103,6,ИТ / ПО
требуется восстановить удаленные данные с сервера 104,6,ИТ / ПО
сбой системы учета рабочего времени 22,6,ИТ / ПО
требуется восстановить доступ к архивным базам данных 5,6,ИТ / ПО
не работает принтерный сервер отдела 7,6,ИТ / ПО
ошибка подключения к файловому серверу 10,6,ИТ / ПО
требуется настроить групповые политики домена 7,6,ИТ / ПО
сбой выгрузки данных отчетности за период 2,6,ИТ / ПО
не отображается инвентаризация в системе учета 30,6,ИТ / ПО
требуется обновить программное обеспечение станции 105,6,ИТ / ПО
не открывается корпоративный портал 25,6,ИТ / ПО
требуется настройка двухфакторной аутентификации 2,6,ИТ / ПО
ошибка при формировании отчетов в системе 105,6,ИТ / ПО
ошибка репликации данных между серверами 11,6,ИТ / ПО
сбой работе системы видеонаблюдения объекта 2,6,ИТ / ПО
не синхронизируются данные кассы с бухгалтерской системой,6,ИТ / ПО
требуется настроить сервер печати для нового отдела 2,6,ИТ / ПО
не отображаются данные складе системе учета 30,6,ИТ / ПО
не доступен сервер баз данных 22 с утра,6,ИТ / ПО
требуется восстановить данные после сбоя жесткого диска 24,6,ИТ / ПО
протечка сож станке 204,7,Протечка / утечка
возникла утечка технической жидкости,7,Протечка / утечка
вытекает тосол из системы охлаждения агрегата 24,7,Протечка / утечка
мокрый пол в серверной комнате 6 источник неизвестен,7,Протечка / утечка
капает конденсат с компрессора 2 на пол скользко,7,Протечка / утечка
вытекает электролит из аккумуляторов погрузчика 24,7,Протечка / утечка
протечка фланцевого соединения трубопровода 3,7,Протечка / утечка
протечка торцевого уплотнения насоса гликоля 204,7,Протечка / утечка
течет батарея отопления в коридоре 6 этажа,7,Протечка / утечка
обнаружена течь под ванной мойкой кухни 3 этажа,7,Протечка / утечка
обнаружена утечка хладагента кондиционера 101,7,Протечка / утечка
протечка гидравлики манипулятора 3 требуется устранение,7,Протечка / утечка
вытекает дизельное топливо из бака генератора 103,7,Протечка / утечка
течет расширительный бачок системы отопления 204,7,Протечка / утечка
протечка гофры выхлопа компрессора 8,7,Протечка / утечка
обнаружена утечка воздуха из пневмоцилиндра 15,7,Протечка / утечка
вытекает масло через прокладку поддона двигателя 4,7,Протечка / утечка
течет кран в туалете 205 этажа,7,Протечка / утечка
протечка трубопровода сжатого воздуха цеха 30,7,Протечка / утечка
вытекает тормозная жидкость погрузчика 8,7,Протечка / утечка
капает со шланга подачи воды станку 30,7,Протечка / утечка
капает конденсат из системы вентиляции кабинета 101,7,Протечка / утечка
протечка прокладки люка резервуара 2,7,Протечка / утечка
обнаружена конденсатная лужа под кондиционером 101,7,Протечка / утечка
протечка гидравлической системы пресса 3,7,Протечка / утечка
вытекает смазка из подшипникового узла конвейера 16,7,Протечка / утечка
течет соединение быстрорасъемной муфты 103,7,Протечка / утечка
течет унитаз в туалете 30 этажа постоянно,7,Протечка / утечка
затопило подвал здания после дождя,7,Протечка / утечка
вытекает реагент из промывочной системы 30,7,Протечка / утечка
капает вода с оконного проема кабинет 24 при дожде,7,Протечка / утечка
течь в системе водоснабжения склада 11,7,Протечка / утечка
капает из трубы рядом с электрощитком 9 опасно,7,Протечка / утечка
обнаружено намокание пола под шкафом электрощита 7,7,Протечка / утечка
протечка корпуса фильтра тонкой очистки воды 103,7,Протечка / утечка
протечка трубы канализации в подсобном помещении 104,7,Протечка / утечка
обнаружена течь манометра на давлении 11 атм,7,Протечка / утечка
капает вода из системы пожаротушения спринклер 8,7,Протечка / утечка
протечка диафрагменного насоса дозирования 9,7,Протечка / утечка
протечка системы охлаждения чиллера 15,7,Протечка / утечка
вытекает масло из редуктора конвейера 5,7,Протечка / утечка
капает вода из водонагревателя 103 этажа,7,Протечка / утечка
протечка гайки накидной на шланге гидравлики 102,7,Протечка / утечка
протечка запорного крана на входе здания 10,7,Протечка / утечка
обнаружена утечка воды из посудомоечной машины кухни 20,7,Протечка / утечка
течет кран подпитки системы отопления 11,7,Протечка / утечка
протечка шарового крана водоснабжения санузла 201,7,Протечка / утечка
обнаружена лужа воды под компрессором 3,7,Протечка / утечка
течет сливная труба раковины на кухне 1 этажа,7,Протечка / утечка
мокрое пятно на потолке кабинета 20,7,Протечка / утечка
протечка стыка канализационных труб подвале 101,7,Протечка / утечка
обнаружена утечка воды из кулера 30 этажа,7,Протечка / утечка
подтекает насос системы отопления 4,7,Протечка / утечка
протечка системы дренажа кондиционера кабинете 3,7,Протечка / утечка
обнаружена утечка из форсунок системы пожаротушения 25,7,Протечка / утечка
протечка коллектора отопления в техническом этаже 7,7,Протечка / утечка
обнаружена утечка на соединении кислородного шланга 24,7,Протечка / утечка
капает вода с потолка переговорной 9,7,Протечка / утечка
течет крыша над производственным цехом 5,7,Протечка / утечка
протечка арматуры на трубопроводе 12 участка,7,Протечка / утечка
течет корпус обратного клапана трубопровода 205,7,Протечка / утечка
течет холодильник на кухне 3 этажа лужа,7,Протечка / утечка
обнаружена утечка фреона кондиционера зала 205,7,Протечка / утечка
вытекает трансформаторное масло из трансформатора 8,7,Протечка / утечка
течет поплавковый клапан бачка унитаза 12 этажа,7,Протечка / утечка
протечка радиатора отопления в цехе 10,7,Протечка / утечка
течет кровля над складским помещением 6,7,Протечка / утечка
протечка трубы водоснабжения в стене офиса 20,7,Протечка / утечка
протечка через уплотнение насоса 203,7,Протечка / утечка
протечка трубы отопления в кабинете 25,7,Протечка / утечка
обнаружена утечка через сальник задвижки 104,7,Протечка / утечка
течет соединение подводки к батарее отопления кабинет 10,7,Протечка / утечка
протечка в системе охлаждения компрессора,7,Протечка / утечка
капает масло из гидроцилиндра пресса,7,Протечка / утечка
течет трубопровод подачи воды к охладителю,7,Протечка / утечка
протечка в соединении гибкого шланга гидравлики,7,Протечка / утечка
обнаружена лужа под насосной станцией,7,Протечка / утечка
течет фитинг быстросъемного соединения трубопровода,7,Протечка / утечка
подтекает масло через уплотнение вала редуктора,7,Протечка / утечка
протечка в системе водяного охлаждения пресс-формы,7,Протечка / утечка
обнаружена капель с потолочного перекрытия цеха,7,Протечка / утечка
течет трубопровод горячей воды в подвале здания,7,Протечка / утечка
вытекает масло из опоры скольжения шпинделя,7,Протечка / утечка
обнаружена утечка в системе пожарного водопровода,7,Протечка / утечка
требуется замена масла чпу 101,8,Плановое обслуживание
замена фильтров вентиляционной системе 202,8,Плановое обслуживание
нужен плановый ремонт производственной линии,8,Плановое обслуживание
необходима калибровка измерительного инструмента 102,8,Плановое обслуживание
плановое обслуживание электроприводов конвейеров 24,8,Плановое обслуживание
требуется замена ремней привода насоса 1,8,Плановое обслуживание
требуется проведение ежегодной ревизии трубопроводов,8,Плановое обслуживание
требуется провести поверку весоизмерительного оборудования 103,8,Плановое обслуживание
замена электродвигателей насосов по регламенту 203,8,Плановое обслуживание
замена срабатываний датчиков пожаротушения 25,8,Плановое обслуживание
плановое обслуживание гидравлических прессов 10,8,Плановое обслуживание
требуется ежегодная инспекция сосудов под давлением 103,8,Плановое обслуживание
требуется замена защитных экранов станков по графику,8,Плановое обслуживание
обслуживание центробежных насосов по графику 4,8,Плановое обслуживание
плановая ревизия предохранительных клапанов 205,8,Плановое обслуживание
требуется провести техническое освидетельствование котла 5,8,Плановое обслуживание
плановое обслуживание системы 9 охлаждения,8,Плановое обслуживание
плановое обслуживание системы дымоудаления здания,8,Плановое обслуживание
требуется провести диагностику состояния кабелей 4,8,Плановое обслуживание
замена воздушных фильтров компрессоров по регламенту 205,8,Плановое обслуживание
замена ламп аварийного освещения по регламенту 4,8,Плановое обслуживание
плановая ревизия технологических трубопроводов 105,8,Плановое обслуживание
замена расходомеров по графику метрологической службы 25,8,Плановое обслуживание
требуется провести виброконтроль подшипников 5,8,Плановое обслуживание
замена масла в редукторах линии 9 по регламенту,8,Плановое обслуживание
плановая ревизия запорной арматуры котельной 10,8,Плановое обслуживание
плановая промывка системы водоснабжения здания 101,8,Плановое обслуживание
требуется провести ежегодный осмотр лестниц и площадок,8,Плановое обслуживание
требуется провести ежегодный осмотр грузоподъемных кранов,8,Плановое обслуживание
замена счетчиков расхода воды по регламенту 7,8,Плановое обслуживание
замена уплотнений насосов по регламенту 104,8,Плановое обслуживание
плановое обслуживание регуляторов давления системы 11,8,Плановое обслуживание
замена аккумуляторов погрузчиков по регламенту 7,8,Плановое обслуживание
плановая замена прокладок арматуры трубопровода 103,8,Плановое обслуживание
плановое техническое обслуживание подъемников цеха 102,8,Плановое обслуживание
плановая проверка состояния заземления оборудования 204,8,Плановое обслуживание
плановое обслуживание вентиляционных установок 9,8,Плановое обслуживание
замена прокладок фланцевых соединений по регламенту 24,8,Плановое обслуживание
плановая очистка теплообменника системы охлаждения 22,8,Плановое обслуживание
плановое обслуживание системы смазки конвейера 9,8,Плановое обслуживание
плановое обслуживание пневматических цилиндров линии 205,8,Плановое обслуживание
требуется провести регламентную очистку баков 204,8,Плановое обслуживание
плановое техническое обслуживание компрессора 2 по регламенту,8,Плановое обслуживание
плановая диагностика состояния изоляции кабелей 3,8,Плановое обслуживание
требуется провести ежеквартальное обслуживание чиллеров 102,8,Плановое обслуживание
требуется провести регламентную смазку цепных передач 16,8,Плановое обслуживание
требуется плановая регулировка клапанов двигателя 203,8,Плановое обслуживание
плановая диагностика сварочного оборудования 9,8,Плановое обслуживание
обслуживание станции управления конвейером 2,8,Плановое обслуживание
замена технологических жидкостей в системе 1 по графику,8,Плановое обслуживание
плановая проверка и замена анодов водонагревателей 11,8,Плановое обслуживание
плановое обслуживание насосов пожаротушения 201,8,Плановое обслуживание
требуется плановая регулировка тормозов конвейеров 5,8,Плановое обслуживание
замена фильтра тонкой очистки масла агрегата 102,8,Плановое обслуживание
требуется калибровка измерительных приборов,8,Плановое обслуживание
плановое обслуживание системы кондиционирования 9,8,Плановое обслуживание
плановое обслуживание электрощитов по регламенту 6,8,Плановое обслуживание
требуется провести регламентное обслуживание котла 105,8,Плановое обслуживание
замена технологических насадок по регламенту 20,8,Плановое обслуживание
плановое обслуживание системы аварийной сигнализации 25,8,Плановое обслуживание
плановая смазка подшипников конвейеров участка 104,8,Плановое обслуживание
плановая проверка редукторов конвейерных линий 16,8,Плановое обслуживание
плановая проверка точности измерительных приборов 25,8,Плановое обслуживание
требуется провести осмотр грузовых стеллажей 1,8,Плановое обслуживание
обслуживание установки подготовки сжатого воздуха 4,8,Плановое обслуживание
плановая замена электрощеток двигателей участка 3,8,Плановое обслуживание
плановая инспекция состояния кровли здания,8,Плановое обслуживание
плановое обслуживание токарных станков по регламенту,8,Плановое обслуживание
требуется плановая замена смазки в направляющих,8,Плановое обслуживание
замена технических жидкостей в прессовом оборудовании,8,Плановое обслуживание
требуется плановая проверка состояния тросов кранов,8,Плановое обслуживание
плановая проверка щеточного аппарата двигателей,8,Плановое обслуживание
требуется плановое обслуживание системы пожаротушения,8,Плановое обслуживание
плановое обслуживание автоматических ворот цеха,8,Плановое обслуживание
требуется сезонная проверка тепловых завес,8,Плановое обслуживание
замена охлаждающей жидкости в системе станка по регламенту,8,Плановое обслуживание
плановая проверка системы аварийного освещения,8,Плановое обслуживание
требуется плановое обслуживание гидравлических домкратов,8,Плановое обслуживание
замена аккумуляторной батареи аварийного освещения по регламенту,8,Плановое обслуживание
плановая замена патронов фильтров системы водоподготовки,8,Плановое обслуживание
требуется плановое техническое обслуживание лифтов здания,8,Плановое обслуживание
плановое обслуживание электроинструмента по регламенту,8,Плановое обслуживание
требуется плановая ревизия огнетушителей по срокам,8,Плановое обслуживание
плановое обслуживание системы видеонаблюдения объекта,8,Плановое обслуживание
организовать обучение операторов работе новым,9,Обучение персонала
обучение нового сотрудника участке 205,9,Обучение персонала
восстановление чертежей детали 104,9,Обучение персонала
организовать курс по автоматизации отчетности для финотдела,9,Обучение персонала
требуется обучение специалистов по закупкам работе новой системой,9,Обучение персонала
провести обучение по методам бережливого производства 205,9,Обучение персонала
требуется переобучение слесарей для работы на новом оборудовании,9,Обучение персонала
требуется обучение токарей работе с чпу станками 5,9,Обучение персонала
провести обучение водителей погрузчиков участка 25,9,Обучение персонала
провести обучение сотрудников работе 2 новым модулем,9,Обучение персонала
организовать обучение по цифровой трансформации для руководителей,9,Обучение персонала
организовать корпоративное обучение по этике и комплаенсу,9,Обучение персонала
организовать обучение по iso 203 для специалистов по качеству,9,Обучение персонала
требуется обучение операторов линии работе новым программным обеспечением 12,9,Обучение персонала
организовать вебинар по изменениям в законодательстве 30,9,Обучение персонала
провести обучение сотрудников 25 работе кассовыми аппаратами,9,Обучение персонала
провести обучение менеджеров навыкам продаж,9,Обучение персонала
организовать дистанционное обучение для филиала 5,9,Обучение персонала
провести обучение операторов производства по методикам контроля 16,9,Обучение персонала
провести обучение по охране окружающей среды для цеха 5,9,Обучение персонала
организовать аттестацию аппаратчиков по 2 разряду,9,Обучение персонала
требуется обучение сотрудников службы охраны труда 10,9,Обучение персонала
организовать обучение работников безопасным методам труда,9,Обучение персонала
требуется обучение грузчиков правилам безопасного подъема,9,Обучение персонала
организовать вводный инструктаж для стажеров 12,9,Обучение персонала
требуется обучение электриков работе новыми щитками 205,9,Обучение персонала
провести обучение секретарей работе с документами по новым правилам,9,Обучение персонала
требуется обучение технологов работе новым программным обеспечением,9,Обучение персонала
организовать семинар по управлению проектами для отдела,9,Обучение персонала
организовать курсы английского языка для инженеров,9,Обучение персонала
требуется обучение операторов погрузчиков участка 202,9,Обучение персонала
организовать обучение по пожарно техническому минимуму отдела 204,9,Обучение персонала
провести обучение персонала работе с crm системой,9,Обучение персонала
требуется обучение технологов документированию производственных процессов,9,Обучение персонала
провести обучение оценщиков работе по новому регламенту,9,Обучение персонала
провести обучение руководителей навыкам постановки задач,9,Обучение персонала
организовать курсы повышения квалификации бухгалтеров,9,Обучение персонала
провести обучение юридического отдела по изменениям законодательства,9,Обучение персонала
провести обучение по работе с измерительным инструментом 2,9,Обучение персонала
провести обучение по работе новой версией erp,9,Обучение персонала
требуется обучение нового оператора станка 205,9,Обучение персонала
требуется обучение персонала правилам первой помощи,9,Обучение персонала
требуется обучение наладчиков работе с новым станком 12,9,Обучение персонала
провести обучение складских работников правилам приемки,9,Обучение персонала
организовать семинар по новым стандартам качества 7,9,Обучение персонала
требуется обучение экономистов работе 103 системой,9,Обучение персонала
требуется обучение менеджеров склада работе новой wms системой,9,Обучение персонала
требуется обучение диспетчеров работе новым программным обеспечением,9,Обучение персонала
требуется обучение кладовщиков работе штрихкодированием,9,Обучение персонала
организовать тренинг для операторов линии по снижению брака,9,Обучение персонала
требуется обучение технических специалистов новому регламенту обслуживания,9,Обучение персонала
организовать обучение операторов чпу новому программному обеспечению,9,Обучение персонала
требуется обучение персонала правилам безопасного обращения с химикатами,9,Обучение персонала
требуется аттестация сварщиков по 8 разряду,9,Обучение персонала
провести обучение по работе с газоанализаторами 103,9,Обучение персонала
требуется обучение ремонтников работе с новым диагностическим оборудованием,9,Обучение персонала
организовать обучение по работе новым оборудованием 4,9,Обучение персонала
провести обучение операторов 12 методам статистического контроля,9,Обучение персонала
организовать семинар по снижению производственных потерь 201,9,Обучение персонала
провести обучение сотрудников базовым навыкам кибербезопасности,9,Обучение персонала
требуется обучение контролеров качества по новому гост 25,9,Обучение персонала
провести обучение операторов котлов по программе 205,9,Обучение персонала
организовать тренинг по противопожарной безопасности,9,Обучение персонала
организовать курс делового письма для менеджеров отдела,9,Обучение персонала
организовать обучение диспетчеров работе оперативному учету 204,9,Обучение персонала
организовать курс управления временем для руководителей,9,Обучение персонала
провести обучение сотрудников работе системой 16 документооборота,9,Обучение персонала
организовать вводный инструктаж для новых сотрудников,9,Обучение персонала
провести обучение по безопасным методам работы на высоте,9,Обучение персонала
требуется обучение контролеров ОТК методам измерений,9,Обучение персонала
провести обучение по правилам работы с химическими реагентами,9,Обучение персонала
организовать курс по охране труда для новых руководителей,9,Обучение персонала
провести обучение слесарей ремонтников работе с диагностическим оборудованием,9,Обучение персонала
требуется обучение операторов котельной по программе обслуживания,9,Обучение персонала
организовать внутренний аудит системы менеджмента качества,9,Обучение персонала
провести обучение по методам визуального контроля сварных швов,9,Обучение персонала
требуется обучение инженеров основам бережливого производства,9,Обучение персонала
провести обучение персонала правилам использования СИЗ,9,Обучение персонала
организовать семинар по улучшению показателей безопасности труда,9,Обучение персонала
провести обучение по стандартам ISO 9001 для отдела качества,9,Обучение персонала
требуется обучение электриков работе с новыми приводами,9,Обучение персонала
провести инструктаж по пожарной безопасности для нового персонала,9,Обучение персонала
организовать тренинг по коммуникации для мастеров участков,9,Обучение персонала
требуется обучение операторов станков методам самоконтроля,9,Обучение персонала
изменить производственное задание сегодня,10,Производственное планирование
пересмотреть план загрузки кузнечного участка 101,10,Производственное планирование
изменить план передачи деталей между участками 105,10,Производственное планирование
обновить план производственных совещаний на месяц,10,Производственное планирование
требуется скорректировать график выпуска продукции 5,10,Производственное планирование
требуется обновить план внутрицеховой кооперации 8,10,Производственное планирование
требуется обновить производственное задание цеха 204,10,Производственное планирование
скорректировать план выпуска из за нехватки сырья 6,10,Производственное планирование
изменить последовательность операций на линии 202,10,Производственное планирование
уточнить приоритеты заданий на смену 202,10,Производственное планирование
пересмотреть план производства с учетом сезонности 6,10,Производственное планирование
требуется скорректировать задание смене 205 после аварии,10,Производственное планирование
изменить план работы склада 16 в связи с поставкой,10,Производственное планирование
требуется скорректировать план ремонтов на квартал 1,10,Производственное планирование
обновить план производства с учетом новой заявки 6,10,Производственное планирование
обновить план потребности в материалах на 105,10,Производственное планирование
обновить план ппр оборудования на квартал,10,Производственное планирование
требуется обновить оперативно календарный план 11,10,Производственное планирование
требуется пересмотреть план расстановки оборудования 202,10,Производственное планирование
пересмотреть план подачи материалов на участок 16,10,Производственное планирование
скорректировать план подготовки производства изделия 202,10,Производственное планирование
скорректировать план выпуска деталей участка 103 на месяц,10,Производственное планирование
требуется скорректировать план входного контроля партии 204,10,Производственное планирование
требуется изменить срок исполнения заказа 105,10,Производственное планирование
скорректировать план обработки деталей кооперации с 202,10,Производственное планирование
требуется скорректировать план закупок материалов 8,10,Производственное планирование
перенести срок сдачи заказа 9 в связи с поломкой,10,Производственное планирование
требуется изменить задание оператору станка 6 на смену,10,Производственное планирование
обновить план производственных мощностей на год 202,10,Производственное планирование
обновить план комплектации заказа 104 для отгрузки,10,Производственное планирование
перераспределить задания между участками 4 и 15,10,Производственное планирование
пересмотреть план по снижению себестоимости продукции 204,10,Производственное планирование
обновить план загрузки технологического оборудования 2,10,Производственное планирование
обновить план технической подготовки производства 204,10,Производственное планирование
скорректировать план по выпуску 22 в связи с изменением спроса,10,Производственное планирование
перенести срок запуска изделия 8 по причине поставки,10,Производственное планирование
требуется актуализировать план технического обслуживания 7,10,Производственное планирование
пересмотреть планируемые простои оборудования 203,10,Производственное планирование
требуется скорректировать сменное задание цеха 20,10,Производственное планирование
пересмотреть норму расхода материала на изделие 12,10,Производственное планирование
перепланировать загрузку оборудования после ремонта 10,10,Производственное планирование
изменить норму времени на операцию 203 в системе,10,Производственное планирование
требуется обновить план контроля качества на участке 202,10,Производственное планирование
требуется скорректировать задание с учетом брака 204,10,Производственное планирование
требуется пересмотреть нормативы незавершенного производства 8,10,Производственное планирование
изменить план обеспечения рабочих мест заготовками 8,10,Производственное планирование
требуется учесть простой линии 1 при формировании плана,10,Производственное планирование
изменить план ремонта оснастки на участке 103,10,Производственное планирование
пересмотреть нормативы выработки на участке 7,10,Производственное планирование
требуется скорректировать план распределения фонда рабочего времени 15,10,Производственное планирование
требуется скорректировать план сдачи деталей на склад 11,10,Производственное планирование
требуется скорректировать план внедрения нового оборудования 9,10,Производственное планирование
скорректировать план производственной программы квартала 204,10,Производственное планирование
скорректировать суточный план производства участка 3,10,Производственное планирование
требуется пересмотреть план запуска деталей партии 201,10,Производственное планирование
изменить план контрольных испытаний готовой продукции 9,10,Производственное планирование
требуется скорректировать план работы транспортного цеха 12,10,Производственное планирование
скорректировать план использования транспорта цеха 102,10,Производственное планирование
изменить план диспетчеризации заказов на день 24,10,Производственное планирование
обновить план производства на основании нового заказа 15,10,Производственное планирование
требуется обновить план отгрузки готовой продукции 103,10,Производственное планирование
пересмотреть план изготовления инструмента инструментального цеха,10,Производственное планирование
изменить объем производственного задания на смену 203,10,Производственное планирование
перераспределить рабочих между участками 25 и 11,10,Производственное планирование
изменить план работ по технологической подготовке 1,10,Производственное планирование
перенести плановый ремонт 4 по причине загрузки,10,Производственное планирование
скорректировать месячный план производства учетом простоя оборудования,10,Производственное планирование
обновить план запуска номенклатуры на квартал 205,10,Производственное планирование
скорректировать план межцеховых передач деталей 9,10,Производственное планирование
изменить план контроля качества на смену 6,10,Производственное планирование
скорректировать план обеспечения заготовками линии 30,10,Производственное планирование
скорректировать план отгрузки на следующую неделю 9,10,Производственное планирование
обновить производственную программу с учетом простоя 2,10,Производственное планирование
требуется обновить сменно суточное задание участка 4,10,Производственное планирование
скорректировать план производства под новый заказ 101,10,Производственное планирование
обновить задание оператору после изменения спецификации 16,10,Производственное планирование
пересмотреть задание бригаде 12 на следующую смену,10,Производственное планирование
обновить план распределения ресурсов цеха 105,10,Производственное планирование
изменить план запуска партии деталей 202,10,Производственное планирование
требуется пересмотреть план загрузки участка 11,10,Производственное планирование
требуется учесть сверхурочные работы при планировании 16,10,Производственное планирование
изменить приоритет заказа 101 в производственном плане,10,Производственное планирование
пересмотреть план производства с учетом отсутствия материала 24,10,Производственное планирование
требуется скорректировать план с учетом поломки 4,10,Производственное планирование
срочно вызовите технического специалиста,11,Прочее / непонятно
произошла полная остановка конвейерной линии,11,Прочее / непонятно
поступило обращение от внешнего контрагента 15,11,Прочее / непонятно
обращение касается вопроса вне зоны ответственности,11,Прочее / непонятно
ситуация выходит за рамки стандартных процедур 205,11,Прочее / непонятно
нестандартная ситуация связанная с поставкой 30,11,Прочее / непонятно
обращение не относится ни к одному отделу перенаправить,11,Прочее / непонятно
нестандартный запрос требует дополнительного уточнения,11,Прочее / непонятно
требуется общая консультация по работе участка 7,11,Прочее / непонятно
требуется немедленная реакция на нетипичный инцидент 9,11,Прочее / непонятно
непонятная ошибка в системе не воспроизводится повторно 2,11,Прочее / непонятно
не ясно кто ответственен за выполнение заявки 104,11,Прочее / непонятно
поступила жалоба с непонятным запросом от сотрудника 16,11,Прочее / непонятно
поступил запрос на нетиповую процедуру согласования,11,Прочее / непонятно
не ясно к какому отделу относится вопрос 1,11,Прочее / непонятно
пришло обращение без контактных данных заявителя,11,Прочее / непонятно
поступил запрос вне рабочего регламента требует решения,11,Прочее / непонятно
поступил запрос на неустановленный вид работ,11,Прочее / непонятно
обращение не поддается классификации требует проверки,11,Прочее / непонятно
не ясны причины остановки линии 24 дополнительная проверка,11,Прочее / непонятно
возникла нетипичная ситуация в работе 202,11,Прочее / непонятно
получено обращение с неверно указанным объектом 25,11,Прочее / непонятно
непонятная неисправность 103 требует расследования,11,Прочее / непонятно
запрос содержит неполное описание проблемы 105,11,Прочее / непонятно
обращение содержит запрос на несуществующую услугу,11,Прочее / непонятно
срочно требуется помощь на объекте 105,11,Прочее / непонятно
поступило срочное обращение без конкретики от 105,11,Прочее / непонятно
поступило обращение с неясным содержанием от 103,11,Прочее / непонятно
поступила претензия от клиента непонятного характера,11,Прочее / непонятно
поступило обращение о нестандартном поведении системы 7,11,Прочее / непонятно
обращение содержит противоречивые технические данные 12,11,Прочее / непонятно
получена заявка неопределенного срочного характера,11,Прочее / непонятно
непонятная ситуация на участке 16 требуется разъяснение,11,Прочее / непонятно
требуется решение ситуации без аналогов в регламентах,11,Прочее / непонятно
поступил сигнал о нарушении без конкретных данных,11,Прочее / непонятно
требуется разъяснение по нетиповой ситуации с заказом 3,11,Прочее / непонятно
обращение требует согласования сразу нескольких отделов,11,Прочее / непонятно
поступило устное обращение без оформления заявки,11,Прочее / непонятно
обращение требует решения на уровне директора,11,Прочее / непонятно
непонятные показания датчика 103 требуют дополнительной проверки,11,Прочее / непонятно
